,Language,Meaning,Phonological Form,cc,ASJP
111,Portuguese,dry,ˈseku,dry:G,seku
113,Spanish,dry,'seko,dry:G,seko
119,French,dry,sɛk,dry:G,sEk
126,Italian,dry,aʃ'ʃutto,dry:K,aSSutto
137,Breton,dry,ˈseːx,dry:G/N,sex
141,Irish,dry,"ˈtʲɪɾʲɪmʲ, tʲɾʲɪmʲ",dry:D,tirimtrim
10,Greek,wide,pla'tis,wide:D,platis
11,Greek,wide,farˈðis,wide:M,far8is
58,Bulgarian,wide,ʃiˈrɔk,wide:G,Sirok
60,Russian,wide,ʂɨ'rɔkʲij,wide:G,S3rokiy
61,Polish,wide,ʂɛˈrɔkʲi,wide:G,SEroki
63,Ukrainian,wide,ʂɪˈrɔkɪj,wide:G,Sirokiy
65,Czech,wide,ˈʃɪrɔkiː,wide:G,Siroki
73,Icelandic,wide,ˑviːðʏr,wide:B,vi8ir
74,Icelandic,wide,ˈb̥reiːðʏr,wide:I,brei8ir
83,Swedish,wide,breːd,wide:I,bred
84,Swedish,wide,viːd,wide:B,vid
91,Danish,wide,b̥ʁɛˀð,wide:I,bGE8
92,Danish,wide,viðˀ,wide:B,vi8
101,English,wide,waɪd,wide:B,waid
104,Dutch,wide,"wɛit, rœym",wide:B,wEitrEim
110,German,wide,braĭt,wide:I,brait
116,Catalan,wide,'amplə,wide:H,ampl3
117,Portuguese,wide,ˈlaɾɣu,wide:F,larxu
118,Spanish,wide,'anʧo,wide:H,anCo
124,French,wide,laʀʒ,wide:F,larZ
130,Italian,wide,'largo,wide:F,largo
132,Romanian,wide,larg,wide:F,larg
138,Breton,wide,larg-k,wide:F,largk
139,Breton,wide,frɑ̃ŋ-k,wide:Q,froNk
140,Breton,wide,ˈeːɣõn,wide:Q,exon
141,Breton,wide,ˈleːdɑ̃n,wide:D,ledon
142,Welsh,wide,ˈɬədan,wide:D,L3dan
144,Irish,wide,l̻ʲahən̻ˠ,wide:D,lah3n
15,Greek,stone,ˈpe̞tra,stone:H,petra
72,Bulgarian,stone,ˈkamək,stone:G,kam3k
74,Russian,stone,'kamʲɛnʲ,stone:G,kamEn
75,Polish,stone,ˈkamjɛɲ,stone:G,kamyEN
77,Ukrainian,stone,ˈkaminʲ,stone:G,kamin
79,Czech,stone,ˈkaːmɛn,stone:G,kamEn
87,Icelandic,stone,steid̥n,stone:A,steidn
92,Swedish,stone,ste:n,stone:A,sten
96,Danish,stone,sd̥ʰen,stone:A,sden
101,English,stone,stəʊn,stone:A,st3un
103,Dutch,stone,sten,stone:A,sten
108,German,stone,ʃtaĭn,stone:A,Stain
117,Catalan,stone,ˈpeðɾə,stone:E,pe8r3
118,Portuguese,stone,ˈpɛdɾɐ,stone:E,pEdra
119,Spanish,stone,'pjeðɾa,stone:E,pye8ra
125,French,stone,pjɛʀ,stone:E,pyEr
135,Italian,stone,'pjɛtra,stone:E,pyEtra
152,Irish,stone,kl̪ˠɔx,stone:J,klox
13,Greek,here,e̞ˈðo̞,here:H,e8o
62,Bulgarian,here,(ˈ)tuk(a),here:N,tuka
65,Russian,here,zdʲɛsʲ,here:B,zdEs
66,Polish,here,'tu(taj),here:N,tutay
68,Ukrainian,here,tut,here:N,tut
70,Czech,here,ˈtadɪ,here:N,tadi
77,Lithuanian,here,tʃʲɛ,here:N,tSE
79,Icelandic,here,hjɛːr,here:B,hyEr
84,Swedish,here,hæːr,here:B,hEr
88,Danish,here,"hɛˀɐ̯, heˀɐ̯",here:B,hEahea
93,English,here,hɪə,here:B,hi3
95,Dutch,here,hir,here:B,hir
100,German,here,hi:ɐ̯,here:B,hia
107,Catalan,here,ə'ki,here:B/F/J,3ki
108,Portuguese,here,ɐˈki,here:B/F/J,aki
109,Spanish,here,a'ki,here:B/F/J,aki
116,French,here,isi,here:B/F/J,isi
122,Italian,here,"kwi, kwa",here:B/F/J,kwikwa
124,Romanian,here,aˈitʃʲ,here:B/F/J,aitS
130,Breton,here,ˈɑ̃mɑ̃,here:G,omo
132,Irish,here,ənˈʃo,here:N,3nSo
10,Greek,pull,traˈvo̞,pull:R,travo
56,Bulgarian,pull,ˈdɤrpəm,pull:X,dorp3m
58,Russian,pull,tʲaˈnutʲ,pull:T,tanut
59,Polish,pull,ˈtɕɔŋɡnɔɲtɕ,pull:T,tSoNgnoNtS
61,Ukrainian,pull,tʲaɦˈtɪ,pull:T,tahti
63,Czech,pull,ˈtaːɦnɔut,pull:T,tahnout
72,Icelandic,pull,ˈd̥raːɣa,pull:J,draxa
73,Icelandic,pull,ˈtʰɔːɣa,pull:L,toxa
81,Swedish,pull,ˈrỳkːa,pull:J,rika
82,Swedish,pull,drɑ:,pull:J,dro
88,Danish,pull,ˈd̥ʁɑːwə,pull:J,dGow3
89,Danish,pull,d̥ʰʁag̥ʰə,pull:B,dGag3
99,Dutch,pull,'trɛkə(n),pull:B,trEk3n
105,German,pull,'t͜si:ən,pull:L,tsi3n
111,Catalan,pull,əsti'ɾa,pull:K,3stira
112,Catalan,pull,'tɾɛuwɾə,pull:K,trEuwr3
113,Portuguese,pull,puˈʃaɾ,pull:G,puSar
115,Spanish,pull,ti'ɾaɾ,pull:K,tirar
121,French,pull,tiʀe,pull:K,tire
127,Italian,pull,ti'rare,pull:K,tirare
134,Breton,pull,ˈtɛnːã,pull:H,tEna
18,Greek,good,kaˈlo̞s,good:I,kalos
19,Greek,good,aɣaˈθos,good:Af,axa8os
64,Bengali,good,"bʱalo, valo",good:E,balovalo
73,Hindi,good,ə:t:ʃʰa:,good:P,3tSa
88,Bulgarian,good,duˈbɤr,good:H,dubor
90,Russian,good,xa'rɔʂɨj,good:At,xaroS3y
91,Polish,good,ˈdɔbrɘ̟,good:H,dobr3
93,Ukrainian,good,xɔˈrɔʂɪj,good:At,xoroSiy
95,Czech,good,ˈdɔbriː,good:H,dobri
103,Icelandic,good,ˈɡ̊ouːðʏr,good:B,gou8ir
110,Swedish,good,gu:(d),good:B,gud
111,Swedish,good,brɑː,good:Ag,bro
116,Danish,good,g̥oˀ,good:B,go
122,English,good,gʊd,good:B,gud
124,Dutch,good,ɣut,good:B,xut
129,German,good,gu:t,good:B,gut
138,Catalan,good,bɔ,good:F,bo
139,Portuguese,good,bõ,good:F,bo
140,Spanish,good,'bweno,good:F,bweno
146,French,good,bɔ̃,good:F,bo
152,Italian,good,'bwɔno,good:F,bwono
168,Breton,good,ˈmaːt,good:G,mat
173,Irish,good,"mˠa, mˠah, mˠaɪ, mˠaɪh",good:G,mamahmaimaih
14,Greek,tooth,ˈðo̞ndi,tooth:B,8ondi
45,Bengali,tooth,d̪ɑt,tooth:B,dot
49,Hindi,tooth,d̪ãːt̪,tooth:B,dat
61,Bulgarian,tooth,zɤb,tooth:C,zob
63,Russian,tooth,zub,tooth:C,zub
64,Polish,tooth,zɔmb,tooth:C,zomb
66,Ukrainian,tooth,zub,tooth:C,zub
68,Czech,tooth,zub,tooth:C,zub
76,Icelandic,tooth,tʰœnː,tooth:B,tEn
81,Swedish,tooth,tand,tooth:B,tand
85,Danish,tooth,d̥ʰanˀ,tooth:B,dan
90,English,tooth,tu:θ,tooth:B,tu8
92,Dutch,tooth,tɑnt,tooth:B,tont
97,German,tooth,t͜sa:n,tooth:B,tsan
104,Catalan,tooth,"den, dent",tooth:B,dendent
105,Portuguese,tooth,ˈdẽtɨ,tooth:B,det3
106,Spanish,tooth,'djente,tooth:B,dyente
112,French,tooth,dɑ̃,tooth:B,do
118,Italian,tooth,'dɛnte,tooth:B,dEnte
119,Romanian,tooth,'dinte,tooth:B,dinte
18,Greek,man,ˈandras,man:F,andras
88,Bulgarian,man,mɤʒ,man:A,moZ
90,Russian,man,muʐ'tʃina,man:A,muZtSina
91,Polish,man,mɛɰ̃ʂˈtʂɘ̟zna,man:A,mEwStS3zna
93,Ukrainian,man,tʂɔɫɔˈvik,man:G,tSoLovik
96,Czech,man,muʒ,man:A,muZ
102,Lithuanian,man,ˈʋʲi:rɐs,man:C,wiras
108,Icelandic,man,ˈkʰard̥lˌmaːðʏr,man:A/H,kardlma8ir
109,Icelandic,man,ˈmaːðʏr,man:A,ma8ir
110,Icelandic,man,ˈkʰard̻l,man:H,kardl
120,Swedish,man,kɑ:r,man:H,kor
121,Swedish,man,manː,man:A,man
128,Danish,man,manˀ,man:A,man
135,English,man,mæn,man:A,mEn
137,Dutch,man,mɑn,man:A,mon
142,German,man,man,man:A,man
149,Catalan,man,ˈɔmə,man:B,om3
150,Portuguese,man,ˈɔmɐ̃ĩ,man:B,omai
152,Spanish,man,'ombɾe,man:B,ombre
158,French,man,ɔm,man:B,om
169,Italian,man,'wɔmo,man:B,womo
170,Romanian,man,bərˈbat,man:E,b3rbat
182,Breton,man,ˈdẽːn,man:B,den
184,Welsh,man,gu:r,man:C,gur
17,Greek,father,paˈte̞ras,father:A,pateras
56,Hindi,father,pit̪ɑː,father:A,pito
76,Bulgarian,father,bəˈʃta,father:E,b3Sta
78,Russian,father,ɔ'tʲɛts,father:B,otEts
79,Polish,father,ˈɔjtɕɛts,father:B,oytSEts
81,Ukrainian,father,ˈbatʲkɔ,father:E,batko
83,Czech,father,ˈɔtɛts,father:B,otEts
89,Lithuanian,father,ˈtʲe:vɐs,father:D,tevas
91,Icelandic,father,ˈfaːðɪr,father:A,fa8ir
97,Swedish,father,"ˈfɑ̀:dər, fɑːr",father:A,fod3rfor
101,Danish,father,"ˈfɛ:ðʌ, ˈfɑː",father:A,fE8ofo
106,English,father,fɑ:ðə,father:A,fo83
109,Dutch,father,'vadər,father:A,vad3r
117,German,father,'fa:tɐ,father:A,fata
126,Catalan,father,'paɾə,father:A,par3
127,Portuguese,father,pai,father:A,pai
128,Spanish,father,'paðɾe,father:A,pa8re
134,French,father,pɛʀ,father:A,pEr
140,Italian,father,'padre,father:A,padre
141,Romanian,father,ˈtatə,father:D,tat3
150,Breton,father,ˈtaːt,father:D,tat
8,Greek,vomit,kse̞rˈno̞,vomit:J,kserno
10,Greek,vomit,e̞ˈmo̞,vomit:E,emo
62,Bulgarian,vomit,puˈvrɤʃtəm,vomit:C,puvroSt3m
64,Russian,vomit,rvatʲ,vomit:H,rvat
65,Polish,vomit,ˈzvratsatɕ,vomit:C,zvratsatS
67,Ukrainian,vomit,blʲuˈʋatɪ,vomit:G,bluwati
69,Czech,vomit,ˈzvratsɛt,vomit:C,zvratsEt
77,Icelandic,vomit,ˈaiːla,vomit:V,aila
78,Icelandic,vomit,ˈkʰasta ʏpː,vomit:I,kastaip
79,Icelandic,vomit,ˈspiːja,vomit:R,spiya
87,Swedish,vomit,ˈkrɛ̀:kas,vomit:W,krEkas
89,Swedish,vomit,spy:,vomit:R,spi
94,Danish,vomit,ˈg̥ʰasd̥ʰə ʌb̥ʰ,vomit:I,gasd3ob
100,English,vomit,'vɑmɪt,vomit:E,vomit
102,Dutch,vomit,'brakə(n),vomit:B,brak3n
103,Dutch,vomit,ˈspyχə,vomit:R,spiG3
104,Dutch,vomit,ˈkɔtsə,vomit:X,kots3
110,German,vomit,'aŭsbrɛçn̩,vomit:B,ausbrESn
117,Catalan,vomit,'bumi'ta,vomit:E,bumita
118,Portuguese,vomit,vumiˈtaɾ,vomit:E,vumitar
119,Spanish,vomit,bomi'taɾ,vomit:E,bomitar
125,French,vomit,vɔmiʀ,vomit:E,vomir
132,Italian,vomit,vomi'tare,vomit:E,vomitare
12,Greek,you,e̞ˈsis,you:G,esis
37,Nepali,you,timi-haru,you:A,timiharu
38,Nepali,you,tə̃-haru,you:A,t3haru
50,Hindi,you,tʊm,you:A,tum
63,Bulgarian,you,ˈvi.ɘ,you:A,vi3
65,Russian,you,vɨ,you:A,v3
66,Polish,you,vɘ̟,you:A,v3
68,Ukrainian,you,ʋɪ,you:A,wi
70,Czech,you,vɪ,you:A,vi
78,Icelandic,you,θɪːð,you:E,8i8
83,Swedish,you,niː,you:A,ni
87,Danish,you,i,you:A,i
93,English,you,ji:,you:A,yi
95,Dutch,you,ˈjʏli,you:A,yili
101,German,you,i:ɐ̯,you:A,ia
107,Catalan,you,buz’altrəs,you:A,buzaltr3s
108,Portuguese,you,"ˈvɔʃ, vɔˈseʃ",you:A,voSvoseS
109,Spanish,you,bo'sotɾos,you:A,bosotros
116,French,you,vu,you:A,vu
123,Italian,you,'voi,you:A,voi
124,Romanian,you,voj,you:A,voy
130,Breton,you,"ˈxwi, ˈhwi",you:A,xwihwi
131,Welsh,you,xwi,you:A,xwi
132,Irish,you,ʃivʲ,you:A,Siv
9,Greek,thin,le̞ˈpto̞s,thin:S,leptos
71,Bulgarian,thin,ˈtɤnək,thin:B,ton3k
73,Russian,thin,'tɔnkʲij,thin:B,tonkiy
74,Polish,thin,ˈtɕɛnkʲi,thin:B,tSEnki
76,Ukrainian,thin,tɔnˈkɪj,thin:B,tonkiy
78,Czech,thin,ˈtɛŋkiː,thin:B,tENki
87,Icelandic,thin,mjouːr,thin:F,myour
88,Icelandic,thin,ˈɡ̊ranːʏr,thin:U,granir
89,Icelandic,thin,ˈθʏnːʏr,thin:B,8inir
99,Swedish,thin,tɵnː,thin:B,t3n
105,Danish,thin,d̥ʰønˀ,thin:B,den
109,English,thin,θɪn,thin:B,8in
111,Dutch,thin,dʏn,thin:B,din
116,German,thin,dʏn,thin:B,din
125,Portuguese,thin,ˈfinu,thin:Q,finu
127,Spanish,thin,del'ɣaðo,thin:E,delxa8o
134,French,thin,mɛ̃s,thin:F,mEs
143,Italian,thin,sot'tile,thin:I,sottile
16,Greek,bad,kaˈko̞s,bad:Be,kakos
73,Bulgarian,bad,ɫɔʃ,bad:F,LoS
75,Russian,bad,pɫɔˈxɔj,bad:Az,pLoxoy
76,Polish,bad,zwɘ̟,bad:G,zw3
78,Ukrainian,bad,pɔˈɦanɪj,bad:Ay,pohaniy
80,Czech,bad,ˈʃpatniː,bad:Bb,Spatni
88,Lithuanian,bad,ˈblo:ɡɐs,bad:K,blogas
92,Icelandic,bad,ˈljɛːlɛɡ̊ʏr,bad:R,lyElEgir
93,Icelandic,bad,ˈɪd̥lʏr,bad:R,idlir
94,Icelandic,bad,ˈvɔnd̥ʏr,bad:Q,vondir
106,Swedish,bad,ˈʉ:səl,bad:Aw,3s3l
107,Swedish,bad,ɪ̀lːa,bad:R,ila
108,Swedish,bad,und,bad:Q,und
109,Swedish,bad,ˈdòːlɪ(ɡ),bad:M,dolig
116,Danish,bad,ɔnˀ,bad:Q,on
117,Danish,bad,ˈilə,bad:R,il3
118,Danish,bad,ˈdɒːli,bad:M,doli
128,English,bad,bæd,bad:T,bEd
132,Dutch,bad,slɛχt,bad:B,slEGt
138,German,bad,ʃlɛçt,bad:B,SlESt
145,Catalan,bad,mal,bad:D,mal
146,Portuguese,bad,maw,bad:D,maw
147,Spanish,bad,'malo,bad:D,malo
153,French,bad,mɔvɛ,bad:D,movE
162,Italian,bad,kat'tivo,bad:V,kattivo
172,Breton,bad,ˈgwalː,bad:L,gwal
173,Breton,bad,ˈdruːk,bad:O,druk
174,Breton,bad,ˈfalː,bad:E,fal
177,Irish,bad,d̪ˠoːn̪ˠə,bad:Aa,don3
13,Greek,cold,ˈkriˌo̞s,cold:H,krios
14,Greek,cold,psi'xros,cold:K,psixros
70,Bulgarian,cold,stuˈdɛn,cold:M,studEn
72,Russian,cold,xɔ'ɫɔdnɨj,cold:G,xoLodn3y
73,Polish,cold,ˈʑimnɘ̟,cold:L,Zimn3
75,Ukrainian,cold,xɔˈɫɔdnɪj,cold:G,xoLodniy
77,Czech,cold,ˈstudɛniː,cold:M,studEni
86,Icelandic,cold,ˈkʰald̥ʏr,cold:B,kaldir
91,Swedish,cold,kalː,cold:B,kal
95,Danish,cold,g̥ʰʌlˀ,cold:B,gol
100,English,cold,kəʊld,cold:B,k3uld
102,Dutch,cold,kɑut,cold:B,kout
107,German,cold,kalt,cold:B,kalt
113,Catalan,cold,"fɾɛt, fret",cold:E,frEtfret
114,Portuguese,cold,ˈfɾiu,cold:E,friu
115,Spanish,cold,'fɾio,cold:E,frio
121,French,cold,fʀwɑ,cold:E,frwo
130,Italian,cold,'freddo,cold:E,freddo
138,Breton,cold,ˈjẽːn,cold:F,yen
140,Irish,cold,fˠuəɾˠ,cold:I,fu3r
17,Greek,sit,ˈkaθo̞ˌme̞,sit:H,ka8ome
56,Hindi,sit,bɛʈʰn̪a:,sit:I,bEtna
68,Bulgarian,sit,sɘˈdʲɤ,sit:B,s3do
70,Russian,sit,sʲi'dʲɛtʲ,sit:B,sidEt
71,Polish,sit,ˈɕɛdʑɛtɕ,sit:B,SEdZEtS
73,Ukrainian,sit,sɪˈdʲitɪ,sit:B,siditi
75,Czech,sit,ˈsɛɟɛt,sit:B,sECEt
81,Lithuanian,sit,sʲe:ˈdʲe:tʲɪ,sit:B,sedeti
83,Icelandic,sit,ˈsɪːtja,sit:B,sitya
88,Swedish,sit,ˈsìtːa,sit:B,sita
92,Danish,sit,ˈseðə,sit:B,se83
97,English,sit,sɪt,sit:B,sit
99,Dutch,sit,'zɪtə(n),sit:B,zit3n
104,German,sit,'sɪt͜sn̩,sit:B,sitsn
111,Catalan,sit,əsən'ta,sit:B,3s3nta
112,Portuguese,sit,sẽˈtaɾse,sit:B,setarse
113,Portuguese,sit,ɨʃˈtaɾ sẽˈtadu,sit:B,3Starsetadu
114,Spanish,sit,sen'taɾse,sit:B,sentarse
120,French,sit,aswaʀ,sit:B,aswar
127,Italian,sit,se'dere,sit:B,sedere
10,Greek,suck,ruˈfo̞,suck:G,rufo
50,Bulgarian,suck,ˈsmutʃə,suck:N,smutS3
52,Russian,suck,sɔ'satʲ,suck:B,sosat
53,Polish,suck,ˈssatɕ,suck:B,ssatS
55,Ukrainian,suck,ˈssatɪ,suck:B,ssati
57,Czech,suck,saːt,suck:B,sat
64,Lithuanian,suck,ˈtʲʃʲʊlʲpʲtʲɪ,suck:H,tSulpti
66,Icelandic,suck,ˈsjuːɣa,suck:B,syuxa
71,Swedish,suck,ˈsʉ̀:ga,suck:B,s3ga
75,Danish,suck,ˈsu:ə,suck:B,su3
79,English,suck,sʌk,suck:B,sok
81,Dutch,suck,'zœyɣə(n),suck:B,zEix3n
86,German,suck,'zaŭgn̩,suck:B,zaugn
91,Catalan,suck,"ʃukˈɫa, tʃupˈɫaɾ",suck:L,SukLatSupLar
94,Portuguese,suck,ʃuˈpaɾ,suck:K,Supar
95,Portuguese,suck,suˈɡaɾ,suck:B,sugar
97,Spanish,suck,ʧu'paɾ,suck:K,Cupar
103,French,suck,syse,suck:B,sise
111,Italian,suck,suk'kjare,suck:B,sukkyare
112,Romanian,suck,a ˈsudʒe,suck:B,asudZe
122,Irish,suck,"sˠuːɟ, sˠuː",suck:B,suCsu
12,Greek,nose,'miti,nose:G,miti
61,Bulgarian,nose,nɔs,nose:B,nos
63,Russian,nose,nɔs,nose:B,nos
64,Polish,nose,nɔs,nose:B,nos
66,Ukrainian,nose,nʲis,nose:B,nis
68,Czech,nose,nɔs,nose:B,nos
77,Icelandic,nose,nɛːv,nose:K,nEv
84,Swedish,nose,ˈnɛ̀ːsa,nose:B,nEsa
88,Danish,nose,ˈnɛ:sə,nose:B,nEs3
93,English,nose,nəʊz,nose:B,n3uz
95,Dutch,nose,nøs,nose:B,nes
100,German,nose,'na:zə,nose:B,naz3
105,Catalan,nose,nas,nose:B,nas
106,Portuguese,nose,nɐˈɾiʃ,nose:B,nariS
107,Spanish,nose,na'ɾiθ,nose:B,nari8
113,French,nose,nɛ,nose:B,nE
119,Italian,nose,'naso,nose:B,naso
130,Breton,nose,ˈfriː,nose:F,fri
18,Greek,snake,ˈfiði,snake:D,fi8i
47,Bengali,snake,ʃɑp,snake:E,Sop
51,Hindi,snake,sɑ̃ːp,snake:E,sop
65,Bulgarian,snake,zmiˈja,snake:H,zmiya
67,Russian,snake,'zmʲɛja,snake:H,zmEya
68,Polish,snake,vɔɰ̃ʐ,snake:D,vowZ
70,Ukrainian,snake,zmiˈja,snake:H,zmiya
72,Czech,snake,ɦad,snake:I,had
78,Lithuanian,snake,ɡʲi:ˈʋa:tʲe:,snake:M,giwate
84,Icelandic,snake,ˈstlauŋɡ̊a,snake:B,stlauNga
85,Icelandic,snake,ˈɔrmʏr,snake:K,ormir
86,Icelandic,snake,ˈstnauːkʰʏr,snake:J,stnaukir
95,Swedish,snake,ʊrm,snake:K,urm
99,Danish,snake,ˈslɑŋə,snake:B,sloN3
100,Danish,snake,snoˀ,snake:J,sno
108,English,snake,sneɪk,snake:J,sneik
110,Dutch,snake,slɑŋ,snake:B,sloN
117,German,snake,'ʃlaŋə,snake:B,SlaN3
125,Catalan,snake,"seɾp, səɾ'pen",snake:E,serps3rpen
126,Portuguese,snake,sɨɾˈpẽtɨ,snake:E,s3rpet3
127,Portuguese,snake,ˈkɔβɾɐ,snake:F,kobra
128,Spanish,snake,seɾ'pjente,snake:E,serpyente
134,French,snake,sɛʀpɑ̃,snake:E,sErpo
140,Italian,snake,'sɛrpe,snake:E,sErpe
141,Romanian,snake,ˈʃarpe,snake:E,Sarpe
17,Greek,lie,ksaˈplo̞no̞,lie:G,ksaplono
48,Hindi,lie,leʈna,lie:H,letna
58,Bulgarian,lie,ləˈʒɤ,lie:A,l3Zo
60,Russian,lie,lʲɛˈʐatʲ,lie:A,lEZat
61,Polish,lie,ˈlɛʐɛtɕ,lie:A,lEZEtS
63,Ukrainian,lie,lɛˈʐatɪ,lie:A,lEZati
65,Czech,lie,ˈlɛʒɛt,lie:A,lEZEt
72,Icelandic,lie,ˈlɪcːa,lie:A,liTa
77,Swedish,lie,ˈlɪ̀gːa,lie:A,liga
81,Danish,lie,ˈleg̥ə,lie:A,leg3
86,English,lie,laɪ,lie:A,lai
88,Dutch,lie,'lɪɣə(n),lie:A,lix3n
93,German,lie,'li:gn̩,lie:A,lign
101,Catalan,lie,'ʒɛuɾə,lie:E,ZEur3
112,French,lie,sə kuʃe,lie:L,s3kuSe
120,Italian,lie,dʒa'tʃere,lie:E,dZatSere
127,Breton,lie,ˈbeːzã en e ˈxurves/ˈbeːzã gurˈveːzet,lie:F,bezaenexurvesbezagurvezet
130,Irish,lie,"l̪ˠɪɟ, l̪ˠiː",lie:A,liCli
10,Greek,tail,u'ra,tail:O,ura
59,Bulgarian,tail,uˈpaʃkə,tail:H,upaSk3
61,Russian,tail,xvɔst,tail:I,xvost
62,Polish,tail,ˈɔɡɔn,tail:Q,ogon
64,Ukrainian,tail,xʋist,tail:I,xwist
66,Czech,tail,ˈɔtsas,tail:J,otsas
78,Icelandic,tail,ˈhaːlɪ,tail:K,hali
79,Icelandic,tail,ˈrouːva,tail:T,rouva
80,Icelandic,tail,ˈstɛr̥tʰʏr,tail:B,stErtir
81,Icelandic,tail,ˈvjɛːlɪ,tail:Ad,vyEli
82,Icelandic,tail,ˈspɔrðʏr,tail:Ae,spor8ir
105,Swedish,tail,svans,tail:N,svans
106,Swedish,tail,ɧæʈː,tail:B,SEt
112,Danish,tail,ˈsd̥jæɐ̠ˀd,tail:B,sdyEad
113,Danish,tail,ˈhɛ:lə,tail:K,hEl3
118,English,tail,teɪl,tail:L,teil
120,Dutch,tail,start,tail:B,start
125,German,tail,ʃvant͜s,tail:N,Svants
130,Catalan,tail,'kua,tail:F,kua
132,Portuguese,tail,ˈɾaβu,tail:T,rabu
133,Portuguese,tail,ˈkauðɐ,tail:F,kau8a
134,Spanish,tail,'kola,tail:F,kola
141,French,tail,kø,tail:F,ke
147,Italian,tail,'koda,tail:F,koda
16,Greek,see,ˈvle̞po̞,see:H,vlepo
55,Hindi,see,dekʰna,see:D,dekna
68,Bulgarian,see,ˈviʒdəm,see:E,viZd3m
70,Russian,see,'vʲidʲɛtʲ,see:E,vidEt
71,Polish,see,ˈvidʑɛtɕ,see:E,vidZEtS
73,Ukrainian,see,ˈbatʂɪtɪ,see:G,batSiti
75,Czech,see,ˈvɪɟɛt,see:E,viCEt
81,Lithuanian,see,mɐˈtʲi:tʲɪ,see:I,matiti
83,Icelandic,see,ˈsjauː,see:B,syau
88,Swedish,see,se:,see:B,se
92,Danish,see,seˀ,see:B,se
97,English,see,si:,see:B,si
99,Dutch,see,zin,see:B,zin
104,German,see,'ze:ən,see:B,ze3n
112,Catalan,see,"ˈbɛwɾə, ˈvɛwɾə; ˈbewɾe, ˈvewɾe",see:E,bEwr3vEwr3bewrevewre
113,Portuguese,see,veɾ,see:E,ver
114,Spanish,see,beɾ,see:E,ber
120,French,see,vwaʀ,see:E,vwar
126,Italian,see,ve'dere,see:E,vedere
127,Romanian,see,a veˈde̯a,see:E,avedea
15,Greek,blood,ˈe̞ma,blood:J,ema
66,Bulgarian,blood,krɤv,blood:I,krov
68,Russian,blood,krɔvʲ,blood:I,krov
69,Polish,blood,krɛf,blood:I,krEf
71,Ukrainian,blood,krɔʋ,blood:I,krow
73,Czech,blood,krɛf,blood:I,krEf
81,Icelandic,blood,b̥louːθ,blood:B,blou8
86,Swedish,blood,blu:d,blood:B,blud
90,Danish,blood,b̥loˀð,blood:B,blo8
95,English,blood,blʌd,blood:B,blod
97,Dutch,blood,blut,blood:B,blut
102,German,blood,blu:t,blood:B,blut
109,Catalan,blood,saŋ,blood:G,saN
110,Portuguese,blood,ˈsɐ̃ɣɨ,blood:G,sax3
111,Spanish,blood,'saŋɡɾe,blood:G,saNgre
117,French,blood,sɑ̃,blood:G,so
123,Italian,blood,'sangwe,blood:G,sangwe
124,Romanian,blood,ˈsɨnʤe,blood:G,s3nje
131,Breton,blood,ˈgwɑːt,blood:H,gwot
133,Irish,blood,fˠɪlʲ,blood:M,fil
11,Greek,wet,iˈɣro̞s,wet:K,ixros
53,Hindi,wet,ɡi:la:,wet:Aa,gila
65,Bulgarian,wet,ˈmɔkər,wet:H,mok3r
67,Russian,wet,'mɔkrɨj,wet:H,mokr3y
68,Polish,wet,ˈmɔkrɘ̟,wet:H,mokr3
70,Ukrainian,wet,ˈmɔkrɪj,wet:H,mokriy
72,Czech,wet,mokriː,wet:H,mokri
80,Icelandic,wet,ˈb̥løɪːtʰʏr,wet:Y,bleitir
81,Icelandic,wet,ˈvɔːtʰʏr,wet:I,votir
88,Swedish,wet,voːt,wet:I,vot
89,Swedish,wet,bløːt,wet:Y,blet
95,Danish,wet,vɔˀð,wet:I,vo8
101,English,wet,wɛt,wet:I,wEt
103,Dutch,wet,nɑt,wet:B,not
109,German,wet,nas,wet:B,nas
117,Portuguese,wet,ˈumidu,wet:K,umidu
118,Spanish,wet,mo'xaðo,wet:F,moxa8o
124,French,wet,muje,wet:F,muye
132,Italian,wet,baɲ'ɲato,wet:S,baNNato
140,Irish,wet,fʲlʲʊx,wet:G,flux
17,Greek,burn,ˈce̞ˌo̞,burn:J,Teo
57,Hindi,burn,dʒəlna,burn:F,dZ3lna
71,Bulgarian,burn,ɡuˈrʲɤ,burn:M,guro
73,Russian,burn,ɡɔˈrʲɛtʲ,burn:M,gorEt
74,Polish,burn,ˈpaliʨ ɕɛ(ɰ̃),burn:K,paliCSEw
76,Ukrainian,burn,paˈɫɪtɪsʲa,burn:K,paLitisa
77,Ukrainian,burn,ɦɔˈritɪ,burn:M,horiti
80,Czech,burn,ˈɦɔr̝ɛt,burn:M,horEt
81,Czech,burn,ˈplanɔut,burn:K,planout
89,Icelandic,burn,ˈb̥rɛnːa,burn:B,brEna
95,Swedish,burn,ˈbrɪ̀nːa,burn:B,brina
96,Swedish,burn,ˈbrɛ̀nːa,burn:B,brEna
101,Danish,burn,ˈb̥ʁanə,burn:B,bGan3
108,English,burn,bɜ:n,burn:B,b3n
110,Dutch,burn,'brɑndə(n),burn:B,brond3n
111,Dutch,burn,'ɣlujə(n),burn:V,xluy3n
117,German,burn,'brɛnən,burn:B,brEn3n
125,Catalan,burn,krə'ma,burn:L,kr3ma
